VRTã€€COMMENT,Detection,
https://github.com/coder/coder/pull/16134#issuecomment-2597614481,Layout Changed,
https://github.com/kufu/smarthr-ui/pull/5307#discussion_r1923604952,Layout Shifted,
https://github.com/Esri/calcite-design-system/pull/11215#discussion_r1905911491,OutOfScope: Chromatic Error,Specific Items are Mis-aligned
https://github.com/Khan/wonder-blocks/pull/2441#discussion_r1935940259,OutOfScope: New Story,Default State is Changed
https://github.com/serendie/serendie/pull/28#issuecomment-2670908811,OutOfScope: New Story,New Contents
https://github.com/department-of-veterans-affairs/component-library/pull/1487#issuecomment-2668874799,Layout Shifted,
https://github.com/Sage/carbon/pull/3498#discussion_r545695302,OutOfScope: New Story,
https://github.com/curology/radiance-ui/pull/642#discussion_r543497937,No Changes,
https://github.com/getappmap/appmap-js/pull/57#discussion_r567018223,Layout Shifted,
https://github.com/storybookjs/storybook/pull/13685#issuecomment-765626800,Layout Shifted,
https://github.com/contentful/forma-36/pull/757#issuecomment-756679378,Box Shape Changed,
https://github.com/contentful/forma-36/pull/757#issuecomment-756680553,OutOfScope: Duplicates,Box Disappeared
https://github.com/getappmap/appmap-js/pull/32#discussion_r559645850,Layout Shifted,
https://github.com/cultureamp/kaizen-design-system/pull/1053#issuecomment-779549912,OutOfScope: Cannot access,
https://github.com/cultureamp/kaizen-design-system/pull/1053#issuecomment-779550856,OutOfScope: Duplicates,
https://github.com/CruGlobal/mpdx-react/pull/25#issuecomment-797531035,OutOfScope: New Story,Box Disappeared
https://github.com/cultureamp/kaizen-design-system/pull/1218#issuecomment-801625181,OutOfScope: Duplicates,
https://github.com/storybookjs/storybook/pull/14251#issuecomment-801091000,New Contents,
https://github.com/storybookjs/storybook/pull/14251#issuecomment-801105402,OutOfScope: Duplicates,
https://github.com/storybookjs/storybook/pull/14172#issuecomment-793654227,Layout Shifted,
https://github.com/homebound-team/beam/pull/61#issuecomment-837020051,OutOfScope: New Story,
https://github.com/metmuseum/marble/pull/121#discussion_r637023560,Image Adjusted,
https://github.com/storybookjs/storybook/pull/15059#issuecomment-856753293,OutOfScope: Chromatic Error,
https://github.com/ithaka/pharos/pull/36#issuecomment-848266671,Text Color Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/862#issuecomment-837133410,Box Size Changed,
https://github.com/storybookjs/storybook/pull/14820#issuecomment-835330799,Default State is Changed,
https://github.com/grommet/grommet/pull/5213#issuecomment-832071725,OutOfScope: Duplicates,
https://github.com/adobe/react-spectrum/pull/2057#issuecomment-984087504,Specific Items are Mis-aligned,
https://github.com/adobe/react-spectrum/pull/2057#issuecomment-985285721,OutOfScope: Duplicates,
https://github.com/getappmap/appmap-js/pull/255#issuecomment-863421123,Layout Shifted,
https://github.com/microsoft/iot-cardboard-js/pull/78#issuecomment-888678243,Layout Shifted,
https://github.com/ntls-io/nautilus-wallet/pull/28#issuecomment-884843049,OutOfScope: Cannot access,
https://github.com/ntls-io/nautilus-wallet/pull/28#discussion_r676438744,OutOfScope: Cannot access,
https://github.com/ntls-io/nautilus-wallet/pull/23#issuecomment-884723190,OutOfScope: Cannot access,Border Disappeared
https://github.com/cultureamp/kaizen-design-system/pull/1800#issuecomment-889533506,OutOfScope: Cannot access,
https://github.com/WPMedia/arc-themes-blocks/pull/1014#discussion_r679838147,OutOfScope: New Story,
https://github.com/storybookjs/storybook/pull/15556#issuecomment-878619570,New Text,
https://github.com/contentful/forma-36/pull/1093#issuecomment-883348633,Box Size Changed,
https://github.com/gravitee-io/gravitee-ui-components/pull/401#issuecomment-874051052,OutOfScope: New Story,
https://github.com/WPMedia/arc-themes-blocks/pull/1044#issuecomment-900553213,Box Size Changed,
https://github.com/sberdevices/plasma/pull/676#issuecomment-910057384,OutOfScope: Cannot access,
https://github.com/sberdevices/plasma/pull/676#issuecomment-913474266,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1019#issuecomment-892080725,Layout Shifted,
https://github.com/WPMedia/arc-themes-blocks/pull/1019#issuecomment-892088511,OutOfScope: New Story,
https://github.com/WPMedia/arc-themes-blocks/pull/1062#issuecomment-904955772,Layout Shifted,
https://github.com/guardian/gateway/pull/791#issuecomment-899635644,Layout Changed,
https://github.com/guardian/gateway/pull/791#issuecomment-900114068,OutOfScope: Duplicates,
https://github.com/guardian/gateway/pull/791#issuecomment-901702021,Undefined/Wrong State is Shown,Box Disappeared
https://github.com/guardian/gateway/pull/791#issuecomment-901720443,OutOfScope: Duplicates,
https://github.com/PostHog/posthog/pull/5736#issuecomment-906414490,Fragile Snapshot,
https://github.com/eisbuk/EisBuk/pull/183#discussion_r702913628,Undefined/Wrong State is Shown,
https://github.com/eisbuk/EisBuk/pull/183#discussion_r702913729,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1092#issuecomment-924130437,OutOfScope: New Story,
https://github.com/WPMedia/arc-themes-blocks/pull/1092#issuecomment-924181155,OutOfScope: Duplicates,
https://github.com/storybookjs/storybook/pull/16178#issuecomment-932479529,Box Size Changed,
https://github.com/BBC-archive/psammead/pull/4548#issuecomment-920667290,OutOfScope: Cannot access,
https://github.com/proeco/proeco-client/pull/147#discussion_r739843790,OutOfScope: New Story,
https://github.com/guardian/dotcom-rendering/pull/3519#issuecomment-942076500,Fragile Snapshot,
https://github.com/hackworthltd/primer-app/pull/112#issuecomment-970242570,OutOfScope: New Story,
https://github.com/ntls-io/nautilus-wallet/pull/136#discussion_r779691202,Text Disappeared,
https://github.com/guardian/dotcom-rendering/pull/3645#issuecomment-970508235,Text Color Changed,
https://github.com/guardian/dotcom-rendering/pull/3645#issuecomment-971788502,OutOfScope: Duplicates,
https://github.com/cultureamp/kaizen-design-system/pull/2300#issuecomment-976168691,OutOfScope: Cannot access,
https://github.com/dpc-sdp/ripple/pull/1111#discussion_r793138311,Box Size Changed,
https://github.com/input-output-hk/daedalus/pull/2776#discussion_r769552260,OutOfScope: Chromatic Error,
https://github.com/titicacadev/triple-frontend/pull/1762#issuecomment-1000705330,Specific Items are Mis-aligned,
https://github.com/titicacadev/triple-frontend/pull/1754#issuecomment-1000097664,Contents of Text Changed,
https://github.com/titicacadev/triple-frontend/pull/1754#issuecomment-1000107533,New Contents,
https://github.com/homebound-team/beam/pull/409#issuecomment-994836463,Size of Page/Header Changed,
https://github.com/homebound-team/beam/pull/409#issuecomment-994966005,OutOfScope: Duplicates,
https://github.com/Workday/canvas-kit/pull/1396#issuecomment-1009184755,OutOfScope: New Story,
https://github.com/Khan/wonder-blocks/pull/1257#discussion_r782253740,OutOfScope: New Story,
https://github.com/guardian/dotcom-rendering/pull/3724#discussion_r765954024,Specific Items are Mis-aligned,
https://github.com/Workday/canvas-kit/pull/1441#issuecomment-1021693435,Layout Shifted,
https://github.com/hackworthltd/primer-app/pull/213#issuecomment-1004912593,Layout Shifted,
https://github.com/hackworthltd/primer-app/pull/213#issuecomment-1004920865,OutOfScope: Duplicates,
https://github.com/guardian/dotcom-rendering/pull/3823#discussion_r784065168,Text Color Changed,
https://github.com/guardian/dotcom-rendering/pull/3988#discussion_r807925280,Box Size Changed,
https://github.com/guardian/dotcom-rendering/pull/3897#issuecomment-1026674714,Text Color Changed,
https://github.com/chanzuckerberg/edu-design-system/pull/893#discussion_r842892057,Box Shape Changed,
https://github.com/guardian/gateway/pull/1575#issuecomment-1075108673,Layout Shifted,New Text
https://github.com/ni/nimble/pull/406#discussion_r820811558,Specific Items are Mis-aligned,
https://github.com/ntls-io/nautilus-wallet/pull/160#issuecomment-1066596746,Contents Disappeared,
https://github.com/chanzuckerberg/edu-design-system/pull/921#discussion_r838791044,Border Color Changed,
https://github.com/lena1687/react-game-project/pull/1#discussion_r857226722,OutOfScope: Cannot access,
https://github.com/curology/radiance-ui/pull/1470#discussion_r842299961,Specific Items are Mis-aligned,
https://github.com/metmuseum/marble/pull/185#discussion_r877330203,OutOfScope: New Story,
https://github.com/coder/coder/pull/981#discussion_r848878274,OutOfScope: New Story,
https://github.com/WPMedia/arc-themes-blocks/pull/1347#issuecomment-1142183578,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1345#issuecomment-1128036138,Layout Shifted,
https://github.com/WPMedia/arc-themes-blocks/pull/1345#issuecomment-1128167602,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1332#issuecomment-1126159948,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1335#discussion_r870062272,Box Size Changed,Text Size Changed
https://github.com/contentful/forma-36/pull/2057#issuecomment-1137141845,Box Size Changed,
https://github.com/adobe/react-spectrum/pull/3132#issuecomment-1128161665,OutOfScope: Duplicates,
https://github.com/coder/coder/pull/1574#issuecomment-1130487309,Fragile Snapshot,
https://github.com/WPMedia/arc-themes-blocks/pull/1365#issuecomment-1144002961,Box Shape Changed,
https://github.com/chanzuckerberg/edu-design-system/pull/1083#issuecomment-1135152219,Text Size Changed,
https://github.com/GCTC-NTGC/gc-digital-talent/pull/2728#issuecomment-1125506624,Layout Changed,
https://github.com/GCTC-NTGC/gc-digital-talent/pull/2728#issuecomment-1126018662,OutOfScope: Duplicates,
https://github.com/GCTC-NTGC/gc-digital-talent/pull/2728#issuecomment-1127888784,OutOfScope: Not VRT Discussion,
https://github.com/guardian/dotcom-rendering/pull/5128#issuecomment-1149608974,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1373#issuecomment-1152400891,Box Color Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/1386#discussion_r921977280,Box Size Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/1386#issuecomment-1185949928,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1386#issuecomment-1187325320,OutOfScope: Duplicates,Box Color Changed
https://github.com/coder/coder/pull/2103#issuecomment-1147935372,OutOfScope: Not VRT Discussion,
https://github.com/ni/nimble/pull/609#discussion_r902025727,Box Color Changed,
https://github.com/homebound-team/beam/pull/550#discussion_r889603761,No or Few Visual Diffrences Detected,
https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1191480627,Box Size Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1191482467,Image Adjusted,
https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1196792652,Image Adjusted,
https://github.com/WPMedia/arc-themes-components/pull/116#issuecomment-1184570444,Box Shape Changed,
https://github.com/WPMedia/arc-themes-components/pull/116#issuecomment-1184585892,OutOfScope: Duplicates,
https://github.com/coder/coder/pull/3189#issuecomment-1194626810,Box Size Changed,Contents Disappeared
https://github.com/coder/coder/pull/3189#issuecomment-1195475937,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-components/pull/121#issuecomment-1192619108,Image Adjusted,
https://github.com/cerebrl/forgerock-web-login-framework/pull/6#issuecomment-1194310216,Contents of Text Changed,
https://github.com/guardian/dotcom-rendering/pull/5529#discussion_r949989262,Layout Changed,
https://github.com/bitwarden/clients/pull/3372#issuecomment-1244930705,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1481#issuecomment-1224500795,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1481#issuecomment-1230715670,OutOfScope: Duplicates,
https://github.com/WPMedia/arc-themes-blocks/pull/1462#issuecomment-1209889538,Layout Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/1462#issuecomment-1209892350,OutOfScope: Duplicates,
https://github.com/storybookjs/storybook/pull/19029#issuecomment-1228712092,Layout Changed,
https://github.com/razorpay/blade/pull/634#issuecomment-1216415091,Layout Shifted,
https://github.com/chanzuckerberg/sci-components/pull/236#issuecomment-1215832526,New Contents,
https://github.com/launchdarkly/launchpad-ui/pull/351#issuecomment-1242158688,OutOfScope: New Story,
https://github.com/storybookjs/storybook/pull/19189#issuecomment-1248920649,OutOfScope: New Story,
https://github.com/dpc-sdp/ripple-framework/pull/224#discussion_r970362124,Box Shape Changed,
https://github.com/GCTC-NTGC/gc-digital-talent/pull/3865#issuecomment-1241109917,Layout Shifted,
https://github.com/storybookjs/components-marketing/pull/35#issuecomment-1242259347,Layout Changed,
https://github.com/storybookjs/storybook/pull/19181#issuecomment-1269341227,OutOfScope: Chromatic Error,
https://github.com/chanzuckerberg/edu-design-system/pull/1322#discussion_r983726151,Size of Page/Header Changed,
https://github.com/chanzuckerberg/edu-design-system/pull/1322#discussion_r983737173,Layout Shifted,
https://github.com/chanzuckerberg/edu-design-system/pull/1346#issuecomment-1279388288,Box Disappeared,
https://github.com/chanzuckerberg/edu-design-system/pull/1346#issuecomment-1279399748,OutOfScope: Duplicates,
https://github.com/cultureamp/kaizen-design-system/pull/3051#issuecomment-1291473303,Layout Shifted,
https://github.com/coder/coder/pull/4810#discussion_r1037213727,OutOfScope: New Story,
https://github.com/guardian/dotcom-rendering/pull/6258#issuecomment-1286822344,Border Disappeared,
https://github.com/guardian/dotcom-rendering/pull/6235#issuecomment-1285849085,No or Few Visual Diffrences Detected,
https://github.com/Trendyol/baklava/pull/327#discussion_r1036121644,OutOfScope: New Story,
https://github.com/iterative/vscode-dvc/pull/2850#discussion_r1034190905,Size of Page/Header Changed,
https://github.com/WPMedia/arc-themes-blocks/pull/1556#discussion_r1045712585,OutOfScope: New Story,
https://github.com/storybookjs/storybook/pull/19952#issuecomment-1326875286,Undefined/Wrong State is Shown,
https://github.com/ni/nimble/pull/834#discussion_r1034043175,OutOfScope: New Story,
https://github.com/sbb-design-systems/lyne-components/pull/1461#discussion_r1034925705,No or Few Visual Diffrences Detected,
https://github.com/Khan/wonder-blocks/pull/1645#discussion_r1016940226,New Buttons,
https://github.com/guardian/dotcom-rendering/pull/6405#issuecomment-1308808154,Layout Changed,
https://github.com/wellcomecollection/wellcomecollection.org/pull/8945#discussion_r1037122436,Text Disappeared,
https://github.com/DouyinFE/semi-design/pull/1317#issuecomment-1339101503,OutOfScope: Cannot access,
https://github.com/storybookjs/storybook/pull/20359#issuecomment-1361050002,Contents Disappeared,
https://github.com/ni/nimble/pull/927#discussion_r1050858002,Box Size Changed,
https://github.com/chanzuckerberg/edu-design-system/pull/1440#issuecomment-1357892871,OutOfScope: New Story,
https://github.com/chanzuckerberg/edu-design-system/pull/1440#issuecomment-1358114979,OutOfScope: Duplicates,